x,b1,b2
0,-0.11426802368241512,0.07539135833875894
1,-0.10100571760596952,-0.06316891679897427
2,0.11388187883948452,-0.15154349175304083
3,0.10134935931903064,-0.11270166650017054
4,-0.11156581029787285,0.019555472722980673
5,-0.10382989689202925,0.13389831748610437
6,0.11500074229011562,0.1406338634041096
7,0.1046911504331309,0.028484214321084576
8,-0.11614525895071626,-0.10627907031185246
9,-0.10195213921000425,-0.15263110898863255
10,0.11449811749327495,-0.07081863268168379
11,0.0998601073792045,0.06324212814589548
12,-0.11199461301343103,0.1509255814329447
13,-0.10303353051792771,0.11249733085065655
14,0.11458391665066035,-0.01884738105081208
15,0.10269185333318288,-0.133656923308519
16,-0.11617891630992873,-0.1386265947698289
17,-0.10093419199215635,-0.028364773978868933
18,0.11555807710715119,0.10534865970864082
19,0.1030342033283237,0.15281521355912486
20,-0.1136577141438391,0.07513040495208148
21,-0.10378842566399704,-0.06488315010067035
22,0.11394306011209858,-0.15064575360718546
23,0.10103767170042391,-0.11253738228931695
24,-0.11372460708048514,0.02127021893866926
25,-0.10134332487890631,0.13487990403723998
26,0.11601861303773738,0.13683822005820492
27,0.10333922668596623,0.02911391668042717
28,-0.11467038082591993,-0.10359408087426882
29,-0.1022854662600074,-0.15147889612085474
30,0.11344757889637065,-0.07274687410770284
31,0.09958039797121332,0.06527634829461665
32,-0.11628042724153116,0.14923408585958237
33,-0.10046344649376335,0.11144264225401623
34,0.11289650171747892,-0.016321738675289413
35,0.10565447526129838,-0.1350352110365095
36,-0.11334842219459003,-0.14012383678499632
37,-0.10247796853529306,-0.02982063141244701
38,0.11366431566145228,0.10337552340711884
39,0.10137402376682657,0.15166256141478524
40,-0.11247665451506164,0.0764887586562562
41,-0.10387348216507572,-0.06717308834452372
42,0.11450219313140798,-0.15109047855999064
43,0.10081135519122159,-0.11258283670248345
44,-0.11472043770502718,0.01762250879185579
45,-0.10029203708641786,0.13546212733116045
46,0.11143804903885339,0.1382180481764979
47,0.10349469912275876,0.027906453447478774
48,-0.11142791004554073,-0.10572279955608696
49,-0.10355866061031879,-0.15208178486734242
